"禽","qín","birds, fowl; surname;; capture"
"瞄","miáo","take aim at; look at"
"幢","chuáng","carriage curtain; sun screen"
"睹","dǔ","look at, gaze at; observe"
"贿","huì","bribe; bribes; riches, wealth"
"蔑","miè","disdain, disregard; slight"
"缚","fù","to tie"
"淹","yān","drown; cover with liquid, steep"
"篷","péng","awning, covering; sail; boat"
"勘","kān","investigate; compare; collate"
"灿","càn","vivid, illuminating; bright"
"敞","chǎng","roomy, spacious, open, broad"
"辜","gū","crime, criminal offense"
"垫","diàn","advance money, pay for another"
"妒","dù","jealous, envious"
"谣","yáo","sing; folksong, ballad; rumor"
"枕","zhěn","pillow"
"丐","gài","beggar; beg; give"
"泌","mì","to seep out, excrete"
"叮","dīng","exhort or enjoin repeatedly"
"掷","zhì","throw, hurl, cast, fling"
"侮","wǔ","insult, ridicule, disgrace"
"蚀","shí","nibble away; erode; eclipse"
"霜","shuāng","frost; crystallized; candied"
"蕴","yùn","to collect, gather, store; profound"
"妆","zhuāng","to adorn oneself, dress up, use make-up"
"捆","kǔn","tie up; bind, truss up; bundle"
"丙","bǐng","third; 3rd heavenly stem"
"钞","chāo","paper money, bank notes; copy"
"犬","quǎn","dog; radical number 94"
"躬","gōng","body; personally, in person"
"昼","zhòu","daytime, daylight"
"奠","diàn","pay respect; settle"
"蹈","dǎo","stamp feet; dance"
"陋","lòu","narrow; crude, coarse; ugly"
"侣","lǚ","companion; associate with"
"侄","zhí","nephew"
"虐","nüè","cruel, harsh, oppressive"
"堕","duò","fall, sink, let fall; degenerate"
"茎","jīng","stem, stalk"
"喇","lǎ","horn, bugle; lama; final particle"
"绒","róng","silk, cotton, or woolen fabric"
"搅","jiǎo","disturb, agitate, stir up"
"缔","dì","tie, join, connect; connection"
"嫉","jí","jealousy; be jealous of"
"灶","zào","kitchen stove, cooking stove"
"鸽","gē","pigeon, dove; Columba species (various)"
"纬","wěi","woof; parallels of latitude"
"沸","fèi","boil, bubble up, gush"
"畴","chóu","farmland, arable land; category"
"遏","è","stop, suppress, curb, check; a bar"
"烁","shuò","shine, glitter, sparkle"
"嗅","xiù","smell, scent, sniff; olfactive"
"叭","bā","trumpet"
"奢","shē","extravagant, wasteful; exaggerate"
"拙","zhuō","stupid, clumsy, crude; convention"
"栋","dòng","main beams supporting house"
"泻","xiè","drain off, leak; flow, pour down"
"晤","wù","have interview with; meet"
"稚","zhì","young, immature; childhood"
"捣","dǎo","hull; thresh; beat, attack"
"尴","gān","embarrassed; ill at ease"
"尬","gà","limp, staggering gait; embarrass"
"诧","chà","be surprised, be shocked"
"嚼","jué","prattle, be glib"
"旷","kuàng","extensive, wide, broad; empty"
"芽","yá","bud, sprout, shoot"
"碳","tàn","carbon"
"惕","tì","be cautious, careful, alert"
"汹","xiōng","turbulent; noisy, restless"
"腥","xīng","raw meat; rank, strong-smelling"
"澄","chéng","purify water by allowing sediment to settle; clear, pure"
"萎","wēi","wither, wilt"
"滔","tāo","overflow; rushing water, a torrent"
"酿","niàng","brew, ferment"
"诫","jiè","warn, admonish; warning"
"棕","zōng","hemp palm; palm tree"
"喧","xuān","lively, noisy; clamor, talk loudly"
"伺","cì","serve, wait upon, attend; examine"
"梢","shāo","pointed tip of something long like a branch; rudder"
"坝","bà","embankment; dam"
"敷","fū","spread, diffuse; apply, paint"
"庇","bì","cover, shield, shelter, protect"
"挠","náo","scratch; disturb, bother; submit"
"搂","lǒu","hug, embrace; drag, pull"
"噪","zào","be noisy; chirp loudly"
"稼","jià","sow grain; sheaves of grain"
"寝","qǐn","sleep, rest; bed chamber"
"哺","bǔ","chew food; feed"
"帜","zhì","flag, pennant; sign; fasten"
"揉","róu","rub, massage; crush by hand"
"腻","nì","greasy, oily, dirty; smooth"
"瘫","tān","paralysis, palsy, numbness"
"觅","mì","seek; search"
"僻","pì","out-of-the-way, remote; unorthodox"
"蔓","màn","creeping plants, tendrils, vines"
"咋","zǎ","question-forming particle, why? how? what?; to bite; loud"
"嵌","qiàn","inlay, set in; fall into; rugged"
"畔","pàn","boundary path dividing fields"
"涩","sè","astringent; harsh; uneven, rough"
"蹦","bèng","hop, leap, jump; bright"
"叨","dāo","talkative; quarrelous"
"呕","ǒu","vomit; annoy, enrage"
"凸","tū","protrude, bulge out, convex"
"熄","xī","put out, extinguish, quash"
"裳","shang","clothes; skirt; beautiful"
"凹","āo","concave, hollow, depressed; a pass, valley"
"膛","táng","chest; hollow space, cavity"
"聋","lóng","deaf"
"沮","jǔ","stop, prevent; defeated, dejected"
"萌","méng","bud, sprout"
"撇","piē","discard, abandon, throw away"
"苟","gǒu","careless, frivolous; illicit; grammatical particle: if, but, if only; surname; grass name; distinguish DKW 30853 (ji4)"
"蚂","mǎ","ant; leech"
"俭","jiǎn","temperate, frugal, economical"
"帖","tiē","invitation card; notice"
"煎","jiān","fry in fat or oil; boil in water"
"墅","shù","villa, country house"
"伶","líng","lonely, solitary; actor"
"歹","dǎi","bad, vicious, depraved, wicked"
"廓","kuò","broad, wide, open, empty; to expand"
"讳","huì","conceal; shun; regard as taboo"
"瓣","bàn","petal; segment; valves"
"枉","wǎng","useless, in vain; bent, crooked"
"琢","zuó","polish jade; cut jade"
"讥","jī","ridicule, jeer, mock; inspect"
"呻","shēn","groan, moan; recite with intonation"
"慷","kāng","ardent; generous, magnanimous"
"锤","chuí","balance weight on scale; hammer"
"桨","jiǎng","oar, paddle"
"磅","bàng","pound; weigh"
"馈","kuì","offer food superior; send gift"
"溅","jiàn","sprinkle, spray; spill, splash"
"钙","gài","calcium"
"彰","zhāng","clear, manifest, obvious"
"眯","mī","be blinded"
"墟","xū","high mound; hilly countryside; wasteland"
"瞻","zhān","look; look out for; respect"
"悼","dào","grieve, mourn, lament; grieved"
"拣","jiǎn","choose; select; pick up; gather"
"渺","miǎo","endlessly long, boundless, vast"
"汰","tài","excessive; scour, wash out"
"镶","xiāng","insert, inlay, set, mount; fill"
"趴","pā","lying prone, leaning over"
"酌","zhuó","serve wine; feast; deliberate"
"浊","zhuó","muddy, turbid, dirty, filthy"
"撼","hàn","move, shake; (Cant.) to fight"
"扛","káng","carry on shoulders; lift"
"峭","qiào","steep, precipitous, rugged"
"磕","kē","hit; collide, knock into; sound"
"翘","qiào","turn up, lift, elevate, raise"
"熏","xūn","smoke, fog, vapor; smoke, cure"
"缀","zhuì","patch together, link, connect"
"徊","huái","linger, walk to and fro, hesitain"
"肪","fáng","animal fat"
"涕","tì","tear; snivel, nasal mucus"
"惫","bèi","tired, weary, fatigued"
"挚","zhì","sincere, warm, cordial; surname"
"绎","yì","to unravel or unreel silk; to interpret"
"睦","mù","friendly, amiable, peaceful"
"窍","qiào","hole, opening, aperture"
"粥","zhōu","rice gruel, congee"
"沧","cāng","blue, dark green; cold"
"怠","dài","idle, remiss, negligent; neglect"
"咙","lóng","throat"
"沛","pèi","abundant, full, copious; sudden"
"崭","zhǎn","high, steep, precipitous; new"
"鞠","jū","bow, bend; rear, raise, nourish"
"唾","tuò","spit, spit on; saliva"
"洽","qià","to blend with, be in harmony; to penetrate; to cover; a river in Shenxi"
"柬","jiǎn","letter, invitation; choose"
"擎","qíng","lift up, hold up, support"
"疤","bā","scar, cicatrix; birthmark"
"钝","dùn","blunt, obtuse; dull; flat; dull-witted"
"氓","máng","people; subjects; vassals"
"杠","gāng","lever, pole, crowbar; sharpen"
"诬","wū","make false accusation; defame"
"抒","shū","express; eliminate; relieve"
"侈","chǐ","luxurious, extravagant"
"徘","pái","walk back and forth, hesitate"
"嗦","suo","suck"
"狈","bèi","a legendary animal with short forelegs which rode a wolf"
"搓","cuō","to rub or roll between the hands"
"赁","lìn","rent, hire; hired person"
"婪","lán","covet; covetous, avaricious"
"紊","wěn","confused, disorder"
"兢","jīng","fearful, cautious, wary"
"扒","bā","scratch; dig up; crawl; crouch"
"痪","huàn","paralysis, numbness of limbs"
"宵","xiāo","night, evening, dark"
"岔","chà","diverge, branch off; fork in road"
"韧","rèn","strong and pliable, resilient"
"憋","biē","to suppress inner feelings; hasty"
"衅","xìn","consecrate sacrificial vessels by smearing blood; rift"
"隘","ài","narrow, confined; a strategic pass"
"濒","bīn","approach, be on verge of; near"
"剔","tī","pick out; scrape off; scrape meat"
"淀","diàn","shallow water, swamp; swampy"
"缉","jī","to sew in close stitches"
"斟","zhēn","to pour wine or tea into a cup; to gauge"
"拧","níng","pinch; twist, wring; determined"
"蔚","wèi","luxuriant, thick; ornamental"
"眶","kuàng","eye socket; rim of eye"
"瀑","pù","waterfall, cascade; heavy rain"
"渣","zhā","refuse, dregs, lees, sediment"
"辙","zhé","wagon ruts, wheel tracks"
"潇","xiāo","sound of beating wind and rain"
"阱","jǐng","pitfall, trap, snare"
"哆","duō","tremble, shiver, shudder, quiver"
"辫","biàn","braid; pigtail, plait, queue"
"拽","zhuāi","drag, tow; throw; twist"
"滤","lǜ","strain out, filter"
"睬","cǎi","notice; pay attention to"
"谤","bàng","slander, libel"
"捍","hàn","ward off, guard against, defend"
"瘾","yǐn","rash; addiction, craving, habit"
"磋","cuō","polish, buff; scrutinize"
"淆","xiáo","confused, in disarray, mixed up"
"烘","hōng","bake, roast; dry by fire"
"赂","lù","bribe; give present"
"炫","xuàn","shine, glitter; show off, flaunt"
"迸","bèng","gush out; burst forth; split"
"嗨","hāi","an exclamation"
"惰","duò","indolent, careless, lazy, idle"
"椭","tuǒ","oval-shaped, elliptical, tubular"
"侃","kǎn","upright and strong; amiable"
"瞩","zhǔ","watch carefully, stare at, focus on"
"蕾","lěi","buds, unopened flowers"
"炊","chuī","cook; meal"
"隧","suì","tunnel, underground passageway, path to a tomb"
"啃","kěn","gnaw, chew, bite"
"舔","tiǎn","lick with tongue; taste"
"蹬","dēng","step on, tread on; lose energy"
"袱","fú","a piece of cloth used wrap bundles"
"殴","ōu","beat, fight with fists, hit"
"侥","jiǎo","be lucky; by chance, by luck"
"酝","yùn","liquor, spirits, wine; ferment"
"澈","chè","thoroughly, completely"
"锈","xiù","rust, corrode"
"稠","chóu","dense, crowded, packed; soupy"
"搀","chān","give helping hand"
"筛","shāi","sieve, filter, screen; sift"
"痹","bì","paralysis, numbness"
"甭","béng","there is no need"
"唠","láo","chat, jaw, gossip, talk"
"徙","xǐ","to change one's residence"
"筐","kuāng","bamboo basket or chest"
"曝","pù","sun, air in sun, expose or dry in the sun"
"嘈","cáo","noisy"
"蔼","ǎi","lush; affable, friendly"
"烹","pēng","boil, cook; quick fry, stir fry"
"沐","mù","bathe, cleanse, wash, shampoo"
"掐","qiā","hold; gather with hand; choke"
"咀","jǔ","suck; chew, masticate"
"吝","lìn","stingy, miserly, parsimonious"
"肴","yáo","cooked or prepared meat"
"溉","gài","water, irrigate, flood; wash"
"疙","gē","pimple, sore, boil, wart, pustule"
"揍","zòu","hit, beat; smash, break"
"倔","jué","stubborn, obstinate, intransigent; firm"
"诽","fěi","slander, vilify, condemn"
"攒","zǎn","save, hoard"
"瘩","da","pimples"
"殃","yāng","misfortune, disaster, calamity"
"俐","lì","smooth; active; clever, sharp"
"拌","bàn","mix"
"橙","chéng","orange"
"簸","bǒ","winnower"
"惋","wǎn","regret, be sorry; alarmed"
"惮","dàn","dread, shrink from, shirk, fear"
"捎","shāo","to select; to take; to carry"
"唆","suō","make mischief, incite, instigate"
"榨","zhà","to press or extract juices; a press to extract juices; a vegetable"
"蹋","tà","step on, tread on; stumble, slip"
"叼","diāo","holding in mouth"
"秤","chèng","balance, scale, steelyard"
"惦","diàn","think of, remember, miss"
"藐","miǎo","disregard, slight, disdain"
"馅","xiàn","filling, stuffing; secret"
"暧","ài","obscure, dim, ambiguous, vague"
"辕","yuán","shafts of cart; yamen"
"馋","chán","gluttonous, greedy; lewd, lecherous"
"啬","sè","miserly, thrifty; stingy"
"踊","yǒng","leap, jump"
"暄","xuān","warm, comfortable; warm, genial"
"晾","liàng","air-dry; sun-dry"
"瘸","qué","lameness, paralysis of hands, leg"
"挎","kuà","carry"
"阂","hé","blocked or separated; to prevent"
"雹","báo","hail"
"酗","xù","drunk, to become violent under the influence of alcohol"
"拄","zhǔ","lean on; post; prod; ridicule"
"掰","bāi","(Cant.) to tear, to rip"
"荤","hūn","meat diet; strong smelling"
"饪","rèn","cooked food; cook until well done"
"熨","yùn","iron, press"
"涮","shuàn","rinse; cook or boil in juice"
"锲","qiè","sickle; cut, carve, engrave"
"啰","luō","phonetic"
